,mouse,bias,slope
0,SNL_photo28,0.010671148633990601,1.3834636857178917
1,SNL_photo30,0.018589792773056613,1.526395027768929
2,SNL_photo31,0.013599384194196873,1.1048372817102778
3,SNL_photo32,0.08217629719940839,0.975559409268097
4,SNL_photo33,0.039556068892792395,1.152860180073616
5,SNL_photo34,0.06407658937367938,1.6718292467700941
6,SNL_photo35,0.07710839859755553,1.7662282206064865
