,mouse,pse,slope,a,b
0,SNL_photo21,0.01788925771367289,1.5090821416258897,-3.1261497206223674,6.036328566503559
1,SNL_photo22,0.052102372122006024,1.5476568367901462,-2.772767303869865,6.190627347160585
2,SNL_photo26,0.017311888956234034,1.352095001493032,-2.79781927708257,5.408380005972128
3,SNL_photo37,0.05140683130771717,0.9381736654520264,-2.0692614723329927,3.7526946618081056
4,SNL_photo57,0.010669305685419794,1.6986483652399997,-3.469790325123136,6.794593460959999
5,SNL_photo70,0.14475077544317233,1.4753859192933512,-2.096518815004101,5.901543677173405
6,SNL_photo72,0.07023380617439146,1.1102049260159663,-2.5323055223825723,4.440819704063865
